2
5
2
0
3
3
3
4
2
3
3
1
3
3
3
3
2
1
3
2
1
0
1
3
3
2
2
2
3
3
0
0
2
3
3
2
1
5
3
1
1
0
0
2
3
3
3
3
3
3
2
2
3
4
3
4
2
2
3
3
3
0
3
2
0
3
5
