,id_number,customer_class,pick_up_location,speciality,hospital,ambulance_location,arrival_date,waiting_time,service_start_date,service_time,pick_up_time,delay_at_site,to_hospital_time,delay_at_hospital,return_to_loc_time,service_end_date,time_blocked,exit_date,destination,queue_size_at_arrival,queue_size_at_departure,Trial
88,14888,659,219,2,False,39,96.99762148873049,0.0,96.99762148873049,0.0,False,False,False,False,False,96.99762148873049,0.0,96.99762148873049,41,0,0,0
89,1235,673,224,1,False,40,8.57789255860055,0.0,8.57789255860055,0.0,False,False,False,False,False,8.57789255860055,0.0,8.57789255860055,42,0,0,0
90,6750,374,124,2,False,41,44.44549378623907,0.0,44.44549378623907,0.0,False,False,False,False,False,44.44549378623907,0.0,44.44549378623907,43,0,0,0
91,9484,616,205,1,False,41,61.91321433583094,0.0,61.91321433583094,0.0,False,False,False,False,False,61.91321433583094,0.0,61.91321433583094,43,0,0,0
92,15114,128,42,2,False,41,98.4791503164214,0.0,98.4791503164214,0.0,False,False,False,False,False,98.4791503164214,0.0,98.4791503164214,43,0,0,0
93,8147,341,113,2,False,42,53.55747071439664,0.0,53.55747071439664,0.0,False,False,False,False,False,53.55747071439664,0.0,53.55747071439664,44,0,0,0
94,9479,707,235,2,False,42,61.8719305259859,0.0,61.8719305259859,0.0,False,False,False,False,False,61.8719305259859,0.0,61.8719305259859,44,0,0,0
95,12540,79,26,1,False,42,81.41747498853007,0.0,81.41747498853007,0.0,False,False,False,False,False,81.41747498853007,0.0,81.41747498853007,44,0,0,0
96,14544,551,183,2,False,43,94.83279944668715,0.0,94.83279944668715,0.0,False,False,False,False,False,94.83279944668715,0.0,94.83279944668715,45,0,0,0
97,10591,253,84,1,False,44,68.77745253427693,0.0,68.77745253427693,0.0,False,False,False,False,False,68.77745253427693,0.0,68.77745253427693,46,0,0,0
98,14237,617,205,2,False,45,92.74402748973037,0.0,92.74402748973037,0.0,False,False,False,False,False,92.74402748973037,0.0,92.74402748973037,47,0,0,0
99,8436,770,256,2,False,46,55.40052113813268,0.0,55.40052113813268,0.0,False,False,False,False,False,55.40052113813268,0.0,55.40052113813268,48,0,0,0
100,14155,386,128,2,False,46,92.21187142126362,0.0,92.21187142126362,0.0,False,False,False,False,False,92.21187142126362,0.0,92.21187142126362,48,0,0,0
101,10086,697,232,1,False,47,65.80971793042148,0.0,65.80971793042148,0.0,False,False,False,False,False,65.80971793042148,0.0,65.80971793042148,49,0,0,0
102,11078,683,227,2,False,47,72.04587294623279,0.0,72.04587294623279,0.0,False,False,False,False,False,72.04587294623279,0.0,72.04587294623279,49,0,0,0
103,14627,682,227,1,False,47,95.40941375136488,0.0,95.40941375136488,0.0,False,False,False,False,False,95.40941375136488,0.0,95.40941375136488,49,0,0,0
104,11106,452,150,2,False,48,72.25993810986144,0.0,72.25993810986144,0.0,False,False,False,False,False,72.25993810986144,0.0,72.25993810986144,50,0,0,0
105,13103,371,123,2,False,48,85.01555935441223,0.0,85.01555935441223,0.0,False,False,False,False,False,85.01555935441223,0.0,85.01555935441223,50,0,0,0
106,382,80,26,2,False,49,2.646748664161766,0.0,2.646748664161766,0.0,False,False,False,False,False,2.646748664161766,0.0,2.646748664161766,51,0,0,0
107,13352,503,167,2,False,49,86.50934372699726,0.0,86.50934372699726,0.0,False,False,False,False,False,86.50934372699726,0.0,86.50934372699726,51,0,0,0
108,15247,151,50,1,False,49,99.383819599262,0.0,99.383819599262,0.0,False,False,False,False,False,99.383819599262,0.0,99.383819599262,51,0,0,0
109,11341,682,227,1,False,50,73.92782249151313,0.0,73.92782249151313,0.0,False,False,False,False,False,73.92782249151313,0.0,73.92782249151313,52,0,0,0
110,11986,392,130,2,False,50,77.84738403220013,0.0,77.84738403220013,0.0,False,False,False,False,False,77.84738403220013,0.0,77.84738403220013,52,0,0,0
111,14779,328,109,1,False,50,96.33018106572146,0.0,96.33018106572146,0.0,False,False,False,False,False,96.33018106572146,0.0,96.33018106572146,52,0,0,0
112,2937,662,220,2,False,51,20.046454359478854,0.0,20.046454359478854,0.0,False,False,False,False,False,20.046454359478854,0.0,20.046454359478854,53,0,0,0
113,6228,310,103,1,False,51,41.252080588948864,0.0,41.252080588948864,0.0,False,False,False,False,False,41.252080588948864,0.0,41.252080588948864,53,0,0,0
114,7193,776,258,2,False,51,47.41379388753707,0.0,47.41379388753707,0.0,False,False,False,False,False,47.41379388753707,0.0,47.41379388753707,53,0,0,0
115,5718,782,260,2,False,52,37.75501070402325,0.0,37.75501070402325,0.0,False,False,False,False,False,37.75501070402325,0.0,37.75501070402325,54,0,0,0
116,12778,692,230,2,False,52,82.90568110250214,0.0,82.90568110250214,0.0,False,False,False,False,False,82.90568110250214,0.0,82.90568110250214,54,0,0,0
117,14977,529,176,1,False,52,97.6677735951229,0.0,97.6677735951229,0.0,False,False,False,False,False,97.6677735951229,0.0,97.6677735951229,54,0,0,0
118,5259,64,21,1,False,53,34.95718024533419,0.0,34.95718024533419,0.0,False,False,False,False,False,34.95718024533419,0.0,34.95718024533419,55,0,0,0
119,11134,385,128,1,False,53,72.42878946763703,0.0,72.42878946763703,0.0,False,False,False,False,False,72.42878946763703,0.0,72.42878946763703,55,0,0,0
120,119,542,180,2,False,54,0.7809511428954244,0.0,0.7809511428954244,0.0,False,False,False,False,False,0.7809511428954244,0.0,0.7809511428954244,56,0,0,0
121,113,253,84,1,False,55,0.7193523689714185,0.0,0.7193523689714185,0.0,False,False,False,False,False,0.7193523689714185,0.0,0.7193523689714185,57,0,0,0
122,14181,358,119,1,False,55,92.42907800654714,0.0,92.42907800654714,0.0,False,False,False,False,False,92.42907800654714,0.0,92.42907800654714,57,0,0,0
123,15124,77,25,2,False,55,98.54701061414447,0.0,98.54701061414447,0.0,False,False,False,False,False,98.54701061414447,0.0,98.54701061414447,57,0,0,0
124,132,355,118,1,False,56,0.838347464523814,0.0,0.838347464523814,0.0,False,False,False,False,False,0.838347464523814,0.0,0.838347464523814,58,0,0,0
125,11094,682,227,1,False,56,72.16877344066617,0.0,72.16877344066617,0.0,False,False,False,False,False,72.16877344066617,0.0,72.16877344066617,58,0,0,0
126,11354,683,227,2,False,56,74.077067773354,0.0,74.077067773354,0.0,False,False,False,False,False,74.077067773354,0.0,74.077067773354,58,0,0,0
127,5916,392,130,2,False,57,39.06179999201196,0.0,39.06179999201196,0.0,False,False,False,False,False,39.06179999201196,0.0,39.06179999201196,59,0,0,0
128,8306,64,21,1,False,57,54.593049250106105,0.0,54.593049250106105,0.0,False,False,False,False,False,54.593049250106105,0.0,54.593049250106105,59,0,0,0
129,6865,706,235,1,False,58,45.20623364786591,0.0,45.20623364786591,0.0,False,False,False,False,False,45.20623364786591,0.0,45.20623364786591,60,0,0,0
130,9455,683,227,2,False,59,61.66184732714294,0.0,61.66184732714294,0.0,False,False,False,False,False,61.66184732714294,0.0,61.66184732714294,61,0,0,0
131,12771,356,118,2,False,59,82.85835105224982,0.0,82.85835105224982,0.0,False,False,False,False,False,82.85835105224982,0.0,82.85835105224982,61,0,0,0
132,13420,590,196,2,False,59,87.02159233833001,0.0,87.02159233833001,0.0,False,False,False,False,False,87.02159233833001,0.0,87.02159233833001,61,0,0,0
133,5864,698,232,2,False,60,38.77323065468313,0.0,38.77323065468313,0.0,False,False,False,False,False,38.77323065468313,0.0,38.77323065468313,62,0,0,0
134,12593,191,63,2,False,60,81.74477674376195,0.0,81.74477674376195,0.0,False,False,False,False,False,81.74477674376195,0.0,81.74477674376195,62,0,0,0
135,13796,683,227,2,False,60,89.8547905539202,0.0,89.8547905539202,0.0,False,False,False,False,False,89.8547905539202,0.0,89.8547905539202,62,0,0,0
136,6542,71,23,2,False,61,43.15277272572449,0.0,43.15277272572449,0.0,False,False,False,False,False,43.15277272572449,0.0,43.15277272572449,63,0,0,0
137,9758,284,94,2,False,61,63.60086764082787,0.0,63.60086764082787,0.0,False,False,False,False,False,63.60086764082787,0.0,63.60086764082787,63,0,0,0
138,12091,113,37,2,False,61,78.5494146598823,0.0,78.5494146598823,0.0,False,False,False,False,False,78.5494146598823,0.0,78.5494146598823,63,0,0,0
139,8088,386,128,2,False,62,53.126060148247056,0.0,53.126060148247056,0.0,False,False,False,False,False,53.126060148247056,0.0,53.126060148247056,64,0,0,0
140,13641,262,87,1,False,62,88.7971056027742,0.0,88.7971056027742,0.0,False,False,False,False,False,88.7971056027742,0.0,88.7971056027742,64,0,0,0
141,13907,392,130,2,False,62,90.48898976449888,0.0,90.48898976449888,0.0,False,False,False,False,False,90.48898976449888,0.0,90.48898976449888,64,0,0,0
142,633,239,79,2,False,63,4.315865625394266,0.0,4.315865625394266,0.0,False,False,False,False,False,4.315865625394266,0.0,4.315865625394266,65,0,0,0
143,5512,707,235,2,False,63,36.494791237991286,0.0,36.494791237991286,0.0,False,False,False,False,False,36.494791237991286,0.0,36.494791237991286,65,0,0,0
144,10131,47,15,2,False,63,66.08714637146223,0.0,66.08714637146223,0.0,False,False,False,False,False,66.08714637146223,0.0,66.08714637146223,65,0,0,0
145,144,518,172,2,False,64,0.9574820477169246,0.0,0.9574820477169246,0.0,False,False,False,False,False,0.9574820477169246,0.0,0.9574820477169246,66,0,0,0
146,12377,760,253,1,False,64,80.48228547805309,0.0,80.48228547805309,0.0,False,False,False,False,False,80.48228547805309,0.0,80.48228547805309,66,0,0,0
147,13,214,71,1,False,32,0.04859274900483585,0.0,0.04859274900483585,0.0,False,False,False,False,False,0.04859274900483585,0.0,0.04859274900483585,34,0,0,0
148,13,214,71,1,,32,0.04859274900483585,0.0,0.04859274900483585,0.3594748925456481,0.046204719335825026,0,,,0.31327017320982303,0.4080676415504839,0.0,0.4080676415504839,-1,1,2,0
149,8,616,205,1,False,57,0.016423414767032584,0.0,0.016423414767032584,0.0,False,False,False,False,False,0.016423414767032584,0.0,0.016423414767032584,59,0,0,0
150,8,616,205,1,,57,0.016423414767032584,0.0,0.016423414767032584,0.745911133606321,0.11055885485706897,0,,,0.635352278749252,0.7623345483733536,0.0,0.7623345483733536,-1,0,1,0
151,76,781,260,1,False,18,0.46562064989517526,0.0,0.46562064989517526,0.0,False,False,False,False,False,0.46562064989517526,0.0,0.46562064989517526,20,0,0,0
152,76,781,260,1,,18,0.46562064989517526,0.0,0.46562064989517526,0.3314063158259908,0.291832408445494,0,,,0.039573907380496764,0.797026965721166,0.0,0.797026965721166,-1,2,2,0
153,151,371,123,2,False,False,0.9975577380603748,0.0,0.9975577380603748,0.0,False,False,False,False,False,0.9975577380603748,0.0,0.9975577380603748,-1,0,0,0
154,152,583,194,1,False,False,1.021070915858215,0.0,1.021070915858215,0.0,False,False,False,False,False,1.021070915858215,0.0,1.021070915858215,-1,0,0,0
155,153,682,227,1,False,False,1.0303858061460947,0.0,1.0303858061460947,0.0,False,False,False,False,False,1.0303858061460947,0.0,1.0303858061460947,-1,0,0,0
156,154,506,168,2,False,False,1.0322348036114648,0.0,1.0322348036114648,0.0,False,False,False,False,False,1.0322348036114648,0.0,1.0322348036114648,-1,0,0,0
157,155,208,69,1,False,False,1.0397248835324762,0.0,1.0397248835324762,0.0,False,False,False,False,False,1.0397248835324762,0.0,1.0397248835324762,-1,0,0,0
158,156,521,173,2,False,False,1.04259014492514,0.0,1.04259014492514,0.0,False,False,False,False,False,1.04259014492514,0.0,1.04259014492514,-1,0,0,0
159,157,251,83,2,False,False,1.053098490988813,0.0,1.053098490988813,0.0,False,False,False,False,False,1.053098490988813,0.0,1.053098490988813,-1,0,0,0
160,158,386,128,2,False,False,1.0535348982045252,0.0,1.0535348982045252,0.0,False,False,False,False,False,1.0535348982045252,0.0,1.0535348982045252,-1,0,0,0
161,159,385,128,1,False,False,1.065667348775563,0.0,1.065667348775563,0.0,False,False,False,False,False,1.065667348775563,0.0,1.065667348775563,-1,0,0,0
162,160,449,149,2,False,False,1.0657964003431017,0.0,1.0657964003431017,0.0,False,False,False,False,False,1.0657964003431017,0.0,1.0657964003431017,-1,0,0,0
163,22,140,46,2,False,42,0.10559693141242876,0.0,0.10559693141242876,0.0,False,False,False,False,False,0.10559693141242876,0.0,0.10559693141242876,44,0,0,0
164,22,140,46,2,,42,0.10559693141242876,0.0,0.10559693141242876,0.9659469534305669,0.0909147501550117,0,,,0.8750322032755552,1.0715438848429957,0.0,1.0715438848429957,-1,0,2,0
165,162,70,23,1,False,False,1.0736722520617135,0.0,1.0736722520617135,0.0,False,False,False,False,False,1.0736722520617135,0.0,1.0736722520617135,-1,0,0,0
166,163,122,40,2,False,False,1.0819641625516878,0.0,1.0819641625516878,0.0,False,False,False,False,False,1.0819641625516878,0.0,1.0819641625516878,-1,0,0,0
167,164,616,205,1,False,False,1.0827905893382812,0.0,1.0827905893382812,0.0,False,False,False,False,False,1.0827905893382812,0.0,1.0827905893382812,-1,0,0,0
168,165,65,21,2,False,False,1.083020553379828,0.0,1.083020553379828,0.0,False,False,False,False,False,1.083020553379828,0.0,1.083020553379828,-1,0,0,0
169,166,70,23,1,False,False,1.0887652749690977,0.0,1.0887652749690977,0.0,False,False,False,False,False,1.0887652749690977,0.0,1.0887652749690977,-1,0,0,0
170,167,469,156,1,False,False,1.0891265998299013,0.0,1.0891265998299013,0.0,False,False,False,False,False,1.0891265998299013,0.0,1.0891265998299013,-1,0,0,0
171,168,368,122,2,False,False,1.0969701835273031,0.0,1.0969701835273031,0.0,False,False,False,False,False,1.0969701835273031,0.0,1.0969701835273031,-1,0,0,0
172,169,724,241,1,False,False,1.106503964329959,0.0,1.106503964329959,0.0,False,False,False,False,False,1.106503964329959,0.0,1.106503964329959,-1,0,0,0
173,170,386,128,2,False,False,1.112296370110692,0.0,1.112296370110692,0.0,False,False,False,False,False,1.112296370110692,0.0,1.112296370110692,-1,0,0,0
174,171,209,69,2,False,False,1.1277899683589359,0.0,1.1277899683589359,0.0,False,False,False,False,False,1.1277899683589359,0.0,1.1277899683589359,-1,0,0,0
175,172,65,21,2,False,False,1.1355255362431513,0.0,1.1355255362431513,0.0,False,False,False,False,False,1.1355255362431513,0.0,1.1355255362431513,-1,0,0,0
