Demand Level,Scenario,Resource Level,Trial,Percent Abandoned,Ambulance Utilisation,RRV Utilisation,Mean Response Time,Percent Response < 8,Percent Response < 15,Percent Response < 60,Percent Response within Target,Overall Survival
34,noRRV,81,8,0.029412932163696264,0.5510673084742531,,0.016996515387236653,0.012637003108130214,0.22088172746605594,0.9823736299689187,0.46720104694912484,0.468316104927496
34,noRRV,81,9,0.028362268981518522,0.5478805789483663,,0.01676516117165235,0.013504055333690148,0.22722219934949978,0.9837374943390012,0.4773354193256206,0.47826487777890625
34,noRRV,81,10,0.02868386887374229,0.5405844578154718,,0.016784295906843542,0.01253080489536778,0.2276011862495301,0.9833757988388121,0.47675535691909277,0.47765138048993394
34,noRRV,81,11,0.03210640520774733,0.543848181423043,,0.016923817888640818,0.012454851164528585,0.22829742184580895,0.9820234981525304,0.4756092498027982,0.47630799217330616
34,noRRV,82,0,0.02887202345098984,0.539879913079541,,0.01701374115328894,0.011660602050942772,0.22568640423420444,0.9820129010916309,0.4722543830631823,0.472902006381898
34,noRRV,82,1,0.025970354214629024,0.5377209191084599,,0.01685693391978352,0.013393597611544203,0.2245397246641234,0.9829988389450987,0.4772350306850224,0.4781887935242971
34,noRRV,82,2,0.02597970956833101,0.5452716023744587,,0.01679561286836115,0.01274405685809983,0.2253083898374316,0.9825177681561964,0.4778612858426599,0.4787203673447309
34,noRRV,82,3,0.02781430563857342,0.5445626240056796,,0.017040196346894965,0.011927696028200188,0.2223224166905767,0.9824158708037873,0.4710005328523999,0.4720258810786045
34,noRRV,82,4,0.02639732807532896,0.5390127474833393,,0.016773656755594696,0.013432527381690432,0.22244265344079356,0.9835089894606324,0.47443686712130606,0.47502059171548244
34,noRRV,82,5,0.03043273384120003,0.5476056651907729,,0.01697048655752519,0.012109675590296059,0.22566927220444696,0.9809647239884979,0.46656676521809565,0.46847008558573044
34,noRRV,82,6,0.032980585614258436,0.5417522017877379,,0.016948390292979194,0.012630106553667668,0.2271773563171103,0.9814456740856543,0.4739375488542395,0.47501241354053736
34,noRRV,82,7,0.023502622697515553,0.5353383571295873,,0.016675772081891655,0.012742036227357902,0.22598376014990632,0.9844264001665626,0.47499479491984176,0.4755267233428554
34,noRRV,82,8,0.02595959195014488,0.5461037881398165,,0.01699172483086545,0.011695668120135295,0.22172867680019562,0.9829658910306044,0.46786747626227637,0.46907985280429476
34,noRRV,82,9,0.02412192975438035,0.5437326899254641,,0.01678449476285358,0.01209264193482271,0.2265218282434925,0.9842180774748924,0.4775568764091002,0.47850265040019135
34,noRRV,82,10,0.023166179811749434,0.536787329052275,,0.016761051303195752,0.012460024089379906,0.22498650164056982,0.9839265689246999,0.47701125555509405,0.47788649795036
34,noRRV,82,11,0.02969541107449972,0.5381682128567464,,0.01675206935780969,0.012962272746096824,0.22893113016109662,0.9828550130450988,0.4772849629353543,0.4780206769612436
34,noRRV,83,0,0.02513753363048629,0.5347163823088926,,0.016795425009135858,0.01194546278370474,0.23075338798039297,0.9838118383655312,0.47575894879927505,0.4763637517434805
34,noRRV,83,1,0.02265842723857991,0.5334712392710395,,0.01678987887731589,0.01305893049012315,0.23022563848251923,0.9831804281345565,0.4811554673939995,0.4821148268342832
34,noRRV,83,2,0.02287646707777999,0.5406607663116514,,0.01667092219608103,0.0126628664495114,0.22939739413680782,0.9842833876221498,0.48074104234527687,0.4815434751374936
34,noRRV,83,3,0.024267782426778243,0.5390254563596971,,0.01681241373274065,0.012292738707833047,0.226496773666585,0.9845217675406355,0.4745568896512293,0.47534792541962984
34,noRRV,83,4,0.023459820530360952,0.5327548889752763,,0.016662629546768344,0.01302126256799077,0.22976759518707762,0.9834761826273282,0.47877863853634417,0.4793879852968893
34,noRRV,83,5,0.027880311002905837,0.5432154833059092,,0.01688854365964703,0.012199062853449669,0.22725803845532397,0.9812570689933754,0.4669171110033931,0.4688984650546825
