,Longitude,Latitude
0,106.7971454278282,-6.358662923463922
1,106.8779901721718,-6.358662923463922
2,106.89820135825771,-6.358662923463922
3,106.81735740756058,-6.3384405567457085
4,106.8375678,-6.3384405567457085
5,106.85777819243943,-6.3384405567457085
6,106.87798858487885,-6.3384405567457085
7,106.89819897731827,-6.3384405567457085
8,106.9184093697577,-6.3384405567457085
9,106.81735819862729,-6.318218190027495
10,106.8375678,-6.318218190027495
11,106.85777740137272,-6.318218190027495
12,106.87798700274543,-6.318218190027495
13,106.89819660411814,-6.318218190027495
14,106.91840620549085,-6.318218190027495
15,106.77694136134419,-6.297995823309281
16,106.79715017422946,-6.297995823309281
17,106.81735898711473,-6.297995823309281
18,106.8375678,-6.297995823309281
19,106.85777661288527,-6.297995823309281
20,106.87798542577055,-6.297995823309281
21,106.89819423865582,-6.297995823309281
22,106.77694371907019,-6.277773456591068
23,106.7971517460468,-6.277773456591068
24,106.8173597730234,-6.277773456591068
25,106.8375678,-6.277773456591068
26,106.8577758269766,-6.277773456591068
27,106.87798385395321,-6.277773456591068
28,106.89819188092982,-6.277773456591068
29,106.75673882541521,-6.257551089872854
30,106.77694606906141,-6.257551089872854
31,106.79715331270761,-6.257551089872854
32,106.8173605563538,-6.257551089872854
33,106.8375678,-6.257551089872854
34,106.8577750436462,-6.257551089872854
35,106.8779822872924,-6.257551089872854
36,106.8981895309386,-6.257551089872854
37,106.75674194842567,-6.237328723154641
38,106.77694841131925,-6.237328723154641
39,106.79715487421284,-6.237328723154641
40,106.81736133710642,-6.237328723154641
41,106.8375678,-6.237328723154641
42,106.85777426289359,-6.237328723154641
43,106.87798072578717,-6.237328723154641
44,106.89818718868075,-6.237328723154641
45,106.91839365157433,-6.237328723154641
46,106.93860011446792,-6.237328723154641
47,106.73653937640876,-6.217106356436427
48,106.756745061127,-6.217106356436427
49,106.77695074584526,-6.217106356436427
50,106.7971564305635,-6.217106356436427
51,106.81736211528175,-6.217106356436427
52,106.8375678,-6.217106356436427
53,106.85777348471825,-6.217106356436427
54,106.8779791694365,-6.217106356436427
55,106.89818485415475,-6.217106356436427
56,106.918390538873,-6.217106356436427
57,106.93859622359125,-6.217106356436427
58,106.73654325440151,-6.196883989718214
59,106.75674816352121,-6.196883989718214
60,106.77695307264091,-6.196883989718214
61,106.7971579817606,-6.196883989718214
62,106.8173628908803,-6.196883989718214
63,106.8375678,-6.196883989718214
64,106.8577727091197,-6.196883989718214
65,106.8779776182394,-6.196883989718214
66,106.8981825273591,-6.196883989718214
67,106.9183874364788,-6.196883989718214
68,106.9385923455985,-6.196883989718214
69,106.95879725471819,-6.196883989718214
70,106.71634298341523,-6.176661623
71,106.7365471195127,-6.176661623
72,106.75675125561015,-6.176661623
73,106.77695539170762,-6.176661623
74,106.79715952780508,-6.176661623
75,106.81736366390254,-6.176661623
76,106.8375678,-6.176661623
77,106.85777193609746,-6.176661623
78,106.87797607219493,-6.176661623
79,106.89818020829239,-6.176661623
80,106.91838434438985,-6.176661623
81,106.93858848048731,-6.176661623
82,106.95879261658477,-6.176661623
83,106.6961442404427,-6.156439256281787
84,106.71634760609375,-6.156439256281787
85,106.73655097174479,-6.156439256281787
86,106.75675433739583,-6.156439256281787
87,106.77695770304688,-6.156439256281787
88,106.79716106869792,-6.156439256281787
89,106.81736443434896,-6.156439256281787
90,106.8375678,-6.156439256281787
91,106.85777116565104,-6.156439256281787
92,106.87797453130209,-6.156439256281787
93,106.89817789695313,-6.156439256281787
94,106.91838126260417,-6.156439256281787
95,106.93858462825521,-6.156439256281787
96,106.95878799390626,-6.156439256281787
97,106.6961496155403,-6.136216889563573
98,106.71635221332026,-6.136216889563573
99,106.73655481110022,-6.136216889563573
100,106.75675740888018,-6.136216889563573
101,106.77696000666013,-6.136216889563573
102,106.79716260444009,-6.136216889563573
103,106.81736520222005,-6.136216889563573
104,106.8375678,-6.136216889563573
105,106.85777039777996,-6.136216889563573
106,106.87797299555992,-6.136216889563573
107,106.89817559333987,-6.136216889563573
108,106.91837819111983,-6.136216889563573
109,106.93858078889978,-6.136216889563573
110,106.95878338667974,-6.136216889563573
111,106.69615497261405,-6.11599452284536
112,106.71635680509776,-6.11599452284536
113,106.73655863758147,-6.11599452284536
114,106.75676047006517,-6.11599452284536
115,106.77696230254888,-6.11599452284536
116,106.79716413503259,-6.11599452284536
117,106.8173659675163,-6.11599452284536
118,106.85776963248371,-6.11599452284536
119,106.87797146496742,-6.11599452284536
120,106.89817329745112,-6.11599452284536
121,106.91837512993483,-6.11599452284536
122,106.93857696241854,-6.11599452284536
123,106.95877879490224,-6.11599452284536
124,106.71636138142914,-6.095772156127146
125,106.87796993952362,-6.095772156127146
126,106.95877421857087,-6.095772156127146
