A1,A2,B
0.017309356,4.673896733,4.221917808
0.003610726,0.274212856,0.202739726
0.003610726,0.343789252,0.191780822
0.006350452,0.257841939,0.306849315
0.000871,0.180080084,0.120547945
0.006350452,0.70394942,0.695890411
0.000871,0.147338251,0.2
0.000871,0.077761855,0.090410959
0.011829904,0.80626765,0.578082192
0.003610726,0.392902002,0.323287671
0.000871,0.053205479,0.046575342
0.000871,0.192358272,0.115068493
0.000871,0.135060063,0.175342466
0.000871,0.10231823,0.057534247
0.000871,0.384716544,0.495890411
0.000871,0.167801897,0.117808219
0.000871,0.167801897,0.153424658
0.003610726,0.143245522,0.134246575
0.003610726,0.315140148,0.260273973
0.003610726,0.278305585,0.24109589
0.000871,0.904493151,0.690410959
0.000871,0.229192835,0.164383562
0.000871,0.118689146,0.101369863
0.000871,0.167801897,0.112328767
0.000871,0.85947313,0.542465753
0.000871,0.057298209,0.095890411
0.003610726,0.650743941,0.602739726
0.003610726,0.327418335,0.284931507
0.000871,0.090040042,0.084931507
0.006350452,0.55251844,0.383561644
0.000871,0.319232877,0.252054795
0.000871,0.114596417,0.101369863
0.000871,0.171894626,0.180821918
0.003610726,0.572982086,0.435616438
