A1,A2,B
0.001560803,0.095342466,0.046575342
0.001560803,0.344699684,0.115068493
0.001560803,0.242023182,0.175342466
0.001560803,0.183350896,0.057534247
0.001560803,0.689399368,0.495890411
0.001560803,0.300695469,0.117808219
0.001560803,0.300695469,0.153424658
0.006470302,0.256691254,0.134246575
0.006470302,0.564720759,0.260273973
0.006470302,0.498714436,0.24109589
0.001560803,1.620821918,0.690410959
0.001560803,0.410706006,0.164383562
0.001560803,0.212687039,0.101369863
0.001560803,0.300695469,0.112328767
0.001560803,1.540147524,0.542465753
0.001560803,0.102676502,0.095890411
0.006470302,1.166111697,0.602739726
0.006470302,0.586722866,0.284931507
0.001560803,0.161348788,0.084931507
0.011379801,0.990094837,0.383561644
0.001560803,0.572054795,0.252054795
0.001560803,0.205353003,0.101369863
0.001560803,0.308029505,0.180821918
0.006470302,1.026765016,0.435616438
