33.18,29.77,30.42,31.95,28.58,23.08,20.05,30.03,20.03,14.40,14.82,21.25,35.98,26.95,17.38,5.82,12.83,20.17,40.92,27.80,20.75,17.02,17.37,29.30
31.08,32.23,27.90,29.85,32.28,24.80,18.57,36.65,25.58,18.10,9.12,9.73,45.57,36.53,26.30,20.95,16.98,15.30,49.85,36.73,28.97,26.30,22.08,22.62
41.37,42.52,38.18,40.13,42.57,35.08,28.85,40.82,35.85,30.40,24.98,27.63,44.32,38.63,33.68,22.90,18.48,22.67,45.35,32.23,25.18,19.50,14.65,16.43
37.77,27.80,31.63,36.53,23.87,23.30,23.97,21.13,14.23,17.38,23.30,32.32,27.87,18.83,9.27,14.07,22.05,28.30,32.92,23.90,15.43,23.25,25.50,37.43
38.37,28.42,32.25,37.13,24.47,23.92,24.58,20.93,14.83,16.88,22.78,31.82,27.67,18.63,9.07,13.57,21.55,27.80,32.73,23.70,15.23,22.75,25.00,36.93
32.72,29.77,29.93,31.47,28.58,22.92,19.58,27.98,19.80,13.92,14.35,20.77,34.72,25.68,16.12,4.55,12.65,18.90,39.65,26.53,19.48,15.75,16.10,28.03
21.73,21.63,17.30,18.73,23.70,16.77,6.42,25.35,22.98,20.53,19.30,26.42,41.95,33.93,23.70,24.37,20.97,29.13,45.70,34.83,26.37,30.27,26.07,33.52
34.08,16.97,24.30,30.05,8.42,17.70,22.48,11.95,10.27,18.80,24.72,32.80,28.55,23.72,16.97,24.30,27.35,35.52,32.30,25.07,19.63,31.42,32.45,39.43
40.20,30.23,34.07,38.97,27.18,25.73,26.40,25.35,17.55,22.05,27.97,36.62,31.80,23.02,13.13,19.55,26.78,33.03,32.85,19.73,9.28,15.80,24.72,35.22
41.60,31.63,35.47,40.37,28.03,27.13,27.80,23.20,18.40,18.88,24.62,31.05,29.93,20.90,11.33,14.30,21.23,27.48,33.45,22.65,12.22,15.48,20.42,34.40
32.00,22.58,25.47,30.77,20.05,14.38,18.20,23.15,12.68,13.23,19.15,28.18,32.87,23.82,13.58,20.25,23.07,31.23,37.92,24.72,16.25,28.05,28.17,35.15
29.45,22.08,22.98,28.20,20.90,12.12,15.65,22.35,11.70,7.80,13.72,22.73,31.68,22.65,12.42,15.08,18.83,27.00,36.75,23.55,15.08,25.75,23.95,32.60
35.67,27.90,32.75,34.42,26.70,21.77,22.53,26.83,17.93,14.78,17.30,23.73,33.57,24.53,14.97,4.92,12.88,19.13,38.38,27.05,20.00,17.38,16.33,28.28
40.70,41.83,37.50,39.45,41.90,34.42,28.17,37.48,32.92,29.72,24.30,25.55,40.98,35.30,30.35,22.22,17.80,20.58,42.02,28.90,21.85,18.45,15.43,11.93
31.43,9.62,21.65,27.42,14.32,20.70,28.93,13.70,19.18,30.02,34.07,39.20,30.30,25.53,26.93,36.10,34.73,41.13,34.05,26.82,29.60,41.40,39.85,43.40
21.67,20.77,9.87,26.17,22.83,17.92,27.45,24.48,30.57,27.28,33.53,38.67,41.08,36.30,31.28,36.43,34.20,40.60,44.83,37.60,33.95,43.52,39.32,42.87
22.08,23.60,19.27,18.82,25.67,26.00,18.07,27.32,27.38,24.93,24.25,23.23,43.92,38.13,28.10,29.33,24.92,27.92,47.67,39.22,30.77,34.23,30.02,30.18
