0.0,34.08333333,37.0,37.68333333,27.01666667,34.78333333,47.66666667,29.76666667,27.13333333,40.2,36.65,50.6,30.11666667,31.31666667,45.0,36.78333333,36.11666667,27.18333333,24.91666667,26.95,19.86666667,18.56666667,46.86666667,24.0,23.61666667,33.06666667,50.58333333,42.38333333,34.61666667,22.16666667,29.4,30.28333333,34.43333333,31.55,25.83333333,21.2,34.03333333,26.21666667,41.45,37.31666667,35.8,48.38333333,44.5,33.28333333,22.06666667,40.66666667,42.93333333,28.5,37.48333333,28.66666667,27.7,20.96666667,37.58333333,47.08333333,37.33333333,35.68333333,38.76666667,30.21666667,22.61666667,42.41666667,32.66666667,46.66666667,24.06666667,24.86666667,34.61666667,32.16666667,29.23333333
24.08333333,34.73333333,23.76666667,27.53333333,25.38333333,20.56666667,37.51666667,13.78333333,17.55,21.48333333,37.16666667,31.88333333,24.43333333,20.45,34.85,30.51666667,16.75,16.26666667,10.81666667,16.98333333,19.6,15.83333333,28.15,9.016666667,16.46666667,14.3,33.2,23.21666667,21.0,22.5,12.75,13.63333333,16.53333333,13.66666667,26.16666667,19.9,18.58333333,20.75,29.61666667,18.55,17.03333333,28.13333333,32.03333333,14.51666667,23.35,26.2,23.56666667,12.38333333,18.7,13.71666667,13.31666667,12.46666667,34.78333333,28.83333333,26.33333333,16.91666667,24.65,31.36666667,18.35,24.13333333,33.8,35.65,8.8,16.03333333,13.95,11.51666667,30.38333333
38.53333333,30.98333333,13.18333333,14.36666667,23.06666667,34.2,22.75,27.11666667,24.15,14.0,42.31666667,23.55,16.53333333,13.75,17.66666667,23.61666667,29.45,26.56666667,33.26666667,24.38333333,28.56666667,31.66666667,17.28333333,32.38333333,30.6,21.21666667,16.33333333,22.7,18.1,27.75,23.85,24.73333333,34.03333333,31.03333333,26.13333333,26.68333333,30.16666667,21.15,10.96666667,24.43333333,18.88333333,19.86666667,15.51666667,24.31666667,32.36666667,39.61666667,19.55,35.51666667,22.91666667,28.51666667,30.85,35.68333333,29.21666667,15.01666667,16.61666667,23.26666667,38.73333333,36.51666667,26.08333333,33.03333333,37.51666667,17.23333333,32.45,35.63333333,26.96666667,27.28333333,36.23333333
27.75,22.15,10.98333333,18.2,12.28333333,35.78333333,28.18333333,18.58333333,11.93333333,23.75,31.53333333,34.15,6.483333333,5.133333333,25.51666667,12.08333333,26.01666667,14.33333333,21.61666667,13.83333333,16.35,20.01666667,23.1,24.05,18.51666667,12.16666667,26.5,27.65,8.683333333,16.96666667,15.16666667,16.05,30.26666667,27.26666667,15.35,14.6,27.73333333,9.066666667,16.78333333,20.58333333,15.88333333,30.23333333,19.75,20.08333333,21.6,40.98333333,20.3,31.0,20.21666667,19.91666667,19.38333333,25.96666667,21.21666667,27.18333333,17.46666667,20.56666667,41.23333333,25.88333333,12.58333333,34.9,26.18333333,26.8,25.88333333,22.1,24.26666667,24.58333333,24.9
36.76666667,22.65,17.15,2.666666667,21.3,32.86666667,14.66666667,26.58333333,24.26666667,12.65,35.83333333,22.21666667,16.2,14.53333333,10.68333333,23.28333333,28.91666667,26.66666667,32.71666667,23.85,28.3,29.88333333,16.43333333,31.85,30.86666667,20.75,15.55,21.48333333,18.96666667,26.06666667,23.38333333,24.26666667,33.56666667,30.56666667,24.45,26.05,28.95,21.4,11.9,23.21666667,18.66666667,18.65,16.35,23.85,30.68333333,38.35,18.33333333,34.41666667,21.81666667,27.41666667,29.75,34.56666667,19.86666667,13.75,4.05,22.15,36.68333333,27.15,25.06666667,30.96666667,30.71666667,11.5,31.35,34.61666667,25.85,26.18333333,33.61666667
37.2,35.35,19.71666667,19.5,27.45,32.43333333,30.01666667,21.71666667,20.56666667,9.9,46.7,20.28333333,22.15,18.6,24.38333333,27.75,24.03333333,21.25,27.85,17.36666667,26.66666667,30.85,13.26666667,26.96666667,27.9,14.08333333,19.71666667,16.68333333,18.81666667,31.83333333,18.23333333,19.11666667,28.4,25.41666667,30.21666667,25.06666667,25.88333333,21.0,23.11666667,13.5,12.71666667,16.71666667,26.08333333,18.7,36.46666667,37.71666667,10.76666667,30.63333333,12.91666667,23.63333333,26.0,30.81666667,34.7,13.71666667,22.56666667,14.13333333,37.81666667,41.98333333,24.95,32.1,43.03333333,25.65,27.6,31.28333333,22.11666667,22.43333333,41.73333333
45.01666667,34.08333333,25.06666667,15.18333333,29.55,37.16666667,18.21666667,34.83333333,32.51666667,16.95,46.81666667,26.51666667,24.45,22.78333333,12.91666667,31.53333333,37.16666667,34.91666667,40.96666667,32.1,36.55,38.13333333,20.73333333,40.1,39.05,28.81666667,19.68333333,25.61666667,27.03333333,34.13333333,31.45,32.33333333,39.81666667,37.06666667,32.51666667,34.11666667,33.08333333,29.46666667,16.15,27.35,26.73333333,22.78333333,20.71666667,31.91666667,38.78333333,42.85,22.46666667,43.88333333,28.61666667,36.85,39.08333333,43.91666667,32.38333333,18.93333333,17.8,31.48333333,41.88333333,39.66666667,34.45,36.16666667,44.25,13.96666667,40.7,44.01666667,35.18333333,35.51666667,42.98333333
38.25,30.71666667,13.05,14.83333333,22.78333333,38.26666667,23.85,26.98333333,24.01666667,18.06666667,42.03333333,27.61666667,16.25,13.6,18.76666667,23.33333333,29.3,26.41666667,33.11666667,24.23333333,28.41666667,31.38333333,21.35,32.23333333,30.46666667,21.08333333,20.36666667,26.73333333,17.96666667,27.48333333,23.71666667,24.6,33.9,30.9,25.86666667,26.55,31.36666667,21.0,9.416666667,24.73333333,18.73333333,23.9,13.98333333,24.18333333,32.1,44.1,20.38333333,35.48333333,22.83333333,28.43333333,30.76666667,35.6,28.93333333,19.5,17.48333333,23.16666667,43.23333333,36.21666667,26.01666667,37.51666667,37.23333333,18.56666667,32.36666667,35.56666667,26.86666667,27.2,35.93333333
28.13333333,31.5,17.43333333,21.2,21.95,24.73333333,31.18333333,12.1,14.95,14.46666667,41.21666667,24.86666667,17.35,14.11666667,28.51666667,22.95,14.96666667,13.8,18.86666667,11.53333333,19.65,23.75,21.13333333,17.9,19.08333333,7.316666667,26.21666667,16.21666667,14.65,26.63333333,8.933333333,9.816666667,19.56666667,16.56666667,25.95,18.76666667,17.03333333,15.61666667,23.26666667,11.56666667,9.783333333,21.15,25.68333333,8.65,27.5,30.0,16.58333333,20.33333333,11.56666667,12.31666667,15.76666667,20.6,29.23333333,21.7,20.76666667,9.783333333,28.83333333,35.56666667,18.03333333,22.51666667,37.55,30.08333333,17.36666667,21.05,11.88333333,12.21666667,34.56666667
29.8,24.2,9.833333333,17.05,14.33333333,33.4,27.03333333,16.2,12.3,21.45,33.58333333,31.83333333,6.933333333,3.983333333,24.36666667,14.33333333,23.63333333,14.7,21.98333333,14.2,16.71666667,20.38333333,22.36666667,23.55,18.86666667,9.85,25.41666667,25.33333333,6.366666667,19.0,12.85,13.73333333,27.95,24.95,17.36666667,14.95,25.41666667,9.416666667,15.68333333,18.26666667,13.21666667,27.85,18.65,17.78333333,23.61666667,38.63333333,17.73333333,30.66666667,17.85,17.38333333,19.8,27.06666667,23.01666667,25.63333333,16.23333333,18.18333333,39.08333333,28.06666667,12.98333333,32.75,28.36666667,25.56666667,25.9,22.5,22.11666667,22.45,27.08333333
