0,0.535452056,0.535452056,1.988821919,0.841424656
1,0.114739725,0.07649315,0.535452056,0.229479453
2,0.038246575,0.114739725,0.688438356,0.229479453
3,0.497205478,0.535452056,1.644602741,1.300383563
4,0.1529863,0.038246575,0.382465753,0.229479453
5,0.191232878,0.344219178,0.688438356,0.497205478
6,0,0.114739725,0.382465753,0.1529863
7,0.07649315,0.191232878,0.420712328,0.305972603
8,0.344219178,0.267726028,1.262136988,0.420712328
9,0.114739725,0.191232878,0.382465753,0.267726028
10,0.650191781,0.382465753,1.87408219,2.141808219
11,0.038246575,0.497205478,0.879671235,0.573698631
12,0.114739725,0.07649315,0.650191781,0.841424656
13,0.305972603,0.458958903,1.185643834,0.994410959
14,0.305972603,0.267726028,1.070904109,0.803178081
15,2.294794522,2.71550685,11.05326028,6.999123287
16,0.764931506,0.726684931,1.759342466,2.027068494
17,0.038246575,0.191232878,0.420712328,0.191232878
18,0.458958903,0.267726028,0.956164384,0.650191781
19,1.644602741,1.338630138,4.780821919,3.556931506
20,0.91791781,1.453369862,3.862904109,2.983232878
21,0.91791781,0.573698631,4.513095891,2.218301369
22,0.497205478,0.650191781,2.447780822,1.338630138
23,4.704328765,4.780821919,17.55517808,11.85643836
24,0.1529863,0.1529863,0.458958903,0.344219178
25,0.458958903,0.305972603,1.415123287,0.764931506
26,0.420712328,0.726684931,2.677260275,2.409534247
27,0.038246575,0.114739725,0.1529863,0.305972603
28,1.568109587,1.797589041,6.157698631,3.70991781
29,0.07649315,0.1529863,0.458958903,0.267726028
30,0,0,0.1529863,0.07649315
31,0.382465753,0.038246575,0.841424656,1.032657534
32,0.458958903,0.382465753,2.027068494,1.453369862
33,0.344219178,0.382465753,1.032657534,0.841424656
34,0.038246575,0.038246575,0.191232878,0.191232878
35,0.114739725,0.1529863,0.229479453,0.573698631
36,0.688438356,0.841424656,3.212712328,2.486027397
37,0.344219178,0.420712328,1.147397259,0.611945206
38,0.191232878,0.114739725,0.229479453,0.1529863
39,0.267726028,0.458958903,0.91791781,0.535452056
40,0.07649315,0.191232878,0.420712328,0.305972603
41,0.420712328,0.267726028,1.223890413,1.568109587
42,0.688438356,0.229479453,2.103561644,1.453369862
43,0.267726028,0.305972603,0.573698631,0.726684931
44,0.229479453,0.497205478,1.300383563,1.109150684
45,0.229479453,0.114739725,0.305972603,0.458958903
46,0.650191781,0.841424656,2.218301369,1.185643834
