A1,A2,B
0.002034875,0.898794521,0.353424658
0.008435563,0.755369863,0.22739726
0.002034875,0.305972603,0.104109589
0.008435563,0.37290411,0.131506849
0.002034875,0.631068493,0.22739726
0.002034875,1.02309589,0.282191781
0.008435563,0.793616438,0.273972603
0.002034875,0.334657534,0.139726027
0.014836252,1.367315068,0.594520548
0.014836252,0.669315068,0.284931507
0.008435563,0.82230137,0.320547945
0.002034875,0.162547945,0.095890411
0.008435563,0.516328767,0.284931507
0.014836252,3.642986301,1.183561644
0.008435563,0.736246575,0.279452055
0.002034875,0.411150685,0.131506849
0.008435563,0.506767123,0.189041096
0.002034875,0.047808219,0.024657534
0.002034875,0.152986301,0.052054795
0.002034875,0.755369863,0.24109589
0.002034875,0.296410959,0.082191781
0.008435563,0.937041096,0.252054795
0.002034875,0.487643836,0.232876712
0.002034875,0.497205479,0.150684932
0.008435563,1.854958904,0.78630137
0.002034875,0.047808219,0.010958904
0.008435563,0.774493151,0.293150685
0.002034875,0.545013699,0.369863014
0.002034875,0.181671233,0.063013699
0.002034875,0.32509589,0.101369863
0.002034875,0.430273973,0.194520548
0.040439006,2.600767123,1.175342466
0.002034875,0.363342466,0.145205479
0.008435563,0.363342466,0.106849315
0.014836252,0.793616438,0.312328767
0.002034875,0.439835616,0.128767123
0.002034875,0.286849315,0.126027397
0.008435563,0.669315068,0.419178082
0.008435563,1.797589041,0.739726027
0.008435563,1.185643836,0.512328767
0.008435563,0.411150685,0.194520548
0.002034875,1.07090411,0.293150685
0.002034875,0.239041096,0.090410959
0.002034875,0.965726027,0.268493151
0.014836252,0.24860274,0.106849315
0.002034875,0.37290411,0.22739726
0.008435563,0.564136986,0.2
0.002034875,0.305972603,0.142465753
0.002034875,0.659753425,0.323287671
0.002034875,0.411150685,0.145205479
0.002034875,0.382465753,0.101369863
0.008435563,1.797589041,0.594520548
0.002034875,1.14739726,0.6
0.014836252,1.501178082,0.575342466
0.002034875,0.305972603,0.145205479
0.002034875,0.497205479,0.131506849
0.014836252,1.07090411,0.378082192
0.040439006,11.4070411,5.106849315
0.008435563,0.94660274,0.361643836
0.014836252,3.24139726,1.35890411
0.008435563,2.648575342,1.273972603
0.002034875,0.889232877,0.336986301
0.002034875,0.82230137,0.263013699
0.014836252,1.893205479,0.690410959
0.002034875,0.047808219,0.019178082
0.008435563,0.363342466,0.115068493
0.002034875,0.305972603,0.104109589
0.002034875,0.12430137,0.060273973
0.002034875,0.57369863,0.205479452
0.002034875,0.239041096,0.106849315
0.008435563,1.338630137,0.55890411
0.002034875,0.382465753,0.161643836
0.002034875,1.090027397,0.380821918
0.008435563,1.080465753,0.394520548
0.002034875,0.143424658,0.073972603
0.008435563,0.239041096,0.095890411
0.002034875,0.344219178,0.156164384
0.002034875,0.793616438,0.263013699
0.014836252,0.430273973,0.150684932
0.008435563,0.927479452,0.35890411
0.008435563,0.267726027,0.117808219
0.002034875,0.420712329,0.17260274
0.008435563,0.210356164,0.082191781
0.008435563,0.430273973,0.175342466
0.002034875,0.066931507,0.054794521
0.002034875,0.516328767,0.134246575
0.002034875,0.24860274,0.112328767
0.002034875,0.24860274,0.076712329
0.002034875,0.420712329,0.169863014
0.008435563,1.510739726,0.632876712
0.002034875,0.076493151,0.02739726
0.008435563,1.300383562,0.44109589
0.008435563,0.755369863,0.208219178
0.002034875,1.300383562,0.493150685
0.002034875,0.277287671,0.139726027
0.002034875,0.210356164,0.104109589
0.002034875,1.042219178,0.484931507
0.002034875,0.24860274,0.065753425
0.002034875,0.344219178,0.095890411
0.002034875,0.487643836,0.164383562
0.02123694,3.518684932,1.44109589
0.002034875,0.82230137,0.353424658
0.002034875,0.12430137,0.054794521
0.002034875,0.707561644,0.238356164
0.014836252,1.424684932,0.476712329
0.002034875,0.678876712,0.210958904
0.008435563,0.898794521,0.328767123
0.002034875,0.019123288,0.021917808
0.014836252,0.392027397,0.205479452
0.014836252,0.315534247,0.142465753
0.002034875,0.12430137,0.032876712
0.002034875,0.497205479,0.249315068
0.008435563,2.380849315,1.071232877
0.002034875,0.650191781,0.257534247
0.002034875,0.24860274,0.076712329
0.008435563,0.315534247,0.104109589
0.002034875,0.850986301,0.306849315
0.002034875,0.420712329,0.109589041
0.014836252,0.870109589,0.37260274
0.002034875,0.181671233,0.084931507
0.002034875,0.296410959,0.180821918
0.002034875,0.114739726,0.04109589
0.002034875,0.392027397,0.164383562
0.002034875,0.267726027,0.112328767
0.002034875,0.678876712,0.328767123
0.008435563,1.740219178,0.906849315
0.008435563,0.640630137,0.249315068
0.002034875,0.898794521,0.276712329
0.002034875,0.506767123,0.150684932
0.002034875,0.353780822,0.2
0.002034875,0.066931507,0.010958904
0.002034875,0.066931507,0.084931507
0.002034875,0.277287671,0.115068493
0.014836252,1.003972603,0.397260274
0.002034875,6.626219178,2.008219178
0.002034875,0.487643836,0.142465753
0.002034875,0.401589041,0.219178082
0.002034875,0.191232877,0.038356164
0.002034875,0.152986301,0.04109589
0.008435563,0.37290411,0.147945205
0.002034875,0.152986301,0.082191781
0.008435563,0.640630137,0.169863014
0.002034875,0.057369863,0.043835616
0.002034875,2.658136986,1.049315068
0.002034875,0.592821918,0.191780822
0.002034875,0.076493151,0.030136986
0.002034875,0.94660274,0.336986301
0.002034875,0.019123288,0.002739726
0.008435563,0.850986301,0.317808219
0.002034875,0.44939726,0.271232877
0.02123694,1.080465753,0.454794521
0.002034875,0.095616438,0.032876712
0.008435563,4.082821918,1.304109589
0.008435563,0.927479452,0.37260274
0.002034875,0.057369863,0.049315068
0.002034875,0.229479452,0.065753425
0.040439006,10.91939726,4.221917808
0.008435563,0.640630137,0.202739726
0.008435563,0.803178082,0.191780822
0.014836252,0.602383562,0.306849315
0.002034875,0.420712329,0.120547945
0.014836252,1.64460274,0.695890411
0.002034875,0.344219178,0.2
0.002034875,0.181671233,0.090410959
0.027637629,1.883643836,0.578082192
0.008435563,0.917917808,0.323287671
0.002034875,0.12430137,0.046575342
0.002034875,0.44939726,0.115068493
0.002034875,0.315534247,0.175342466
0.002034875,0.239041096,0.057534247
0.002034875,0.898794521,0.495890411
0.002034875,0.392027397,0.117808219
0.002034875,0.392027397,0.153424658
0.008435563,0.334657534,0.134246575
0.008435563,0.736246575,0.260273973
0.008435563,0.650191781,0.24109589
0.002034875,2.113123288,0.690410959
0.002034875,0.535452055,0.164383562
0.002034875,0.277287671,0.101369863
0.002034875,0.392027397,0.112328767
0.002034875,2.007945205,0.542465753
0.002034875,0.133863014,0.095890411
0.008435563,1.52030137,0.602739726
0.008435563,0.764931507,0.284931507
0.002034875,0.210356164,0.084931507
0.014836252,1.290821918,0.383561644
0.002034875,0.745808219,0.252054795
0.002034875,0.267726027,0.101369863
0.002034875,0.401589041,0.180821918
0.008435563,1.338630137,0.435616438
